"Data Ocorrência";"Descrição";"Valor";"Categoria";"Conta"
"05/03/2017";"Alimentos, frutas e materiais de limpeza";-119.92;"Alimentação";"Cartão de Crédito BB"
"05/03/2017";"Bolsas para levar as compras";-6.99;"Supermercado";"Cartão de Crédito BB"
"05/03/2017";"Lanches com Gracinha e Isadora";-40.5;"Lanchonete";"Cartão de Crédito BB"
"06/03/2017";"Energia Elétrica - Apartamento Aracaju";-157.37;"Energia Elétrica";"Conta Corrente"
"06/03/2017";"Condomínio - Apartamento de Aracaju";-486.38;"Condomínio";"Conta Corrente"
"06/03/2017";"Transporte de Rosiene Satirio de Oliveira - Semana";-52.0;"Transporte Empregados";"Carteira"
"06/03/2017";"Cabides, adaptadores e fone de ouvido";-88.59;"Compras";"Cartão de Crédito BB"
"06/03/2017";"Almoço";-27.39;"Alimentação";"Cartão de Crédito BB"
"06/03/2017";"Produto para limpeza do sapato";-44.9;"Roupas e Calçados";"Cartão de Crédito BB"
"06/03/2017";"Lanche Isadora";-15.1;"Alimentação";"Cartão de Crédito BB"
"06/03/2017";"Lanches Gracinha";-30.9;"Alimentação";"Cartão de Crédito BB"
"06/03/2017";"Compra de (02) cartões do Metrô";-20.0;"Transporte";"Carteira"
"06/03/2017";"Material escolar Isadora";-6.0;"Material Escolar";"Carteira"
"07/03/2017";"E-SOCIAL - Rosiene Satirio de Oliveira - Salario Mensal";-262.35;"Encargos Empregados";"Conta Corrente"
"07/03/2017";"Materiais para Isadora";-39.88;"Compras";"Cartão de Crédito BB"
"07/03/2017";"Taxi";-50.0;"Transporte";"Carteira"
"07/03/2017";"Peça para o barbeador";-50.0;"Acessórios";"Cartão de Crédito BB"
"07/03/2017";"Transferência para a carteira";-380.0;"Transferência entre Contas";"Conta Corrente"
"07/03/2017";"Transferência para a carteira";380.0;"Transferência entre Contas";"Carteira"
"07/03/2017";"Almoço";-13.4;"Alimentação";"Cartão de Crédito BB"
"07/03/2017";"Capa e película do celular de Isadora";-99.8;"Acessórios";"Cartão de Crédito BB"
"07/03/2017";"Passagem de ônibus - PUC - Humaitá";-4.0;"Transporte";"Carteira"
"07/03/2017";"Depósito FGTS";1164.46;"FGTS";"FGTS"
"08/03/2017";"Frutas, ovos, leite";-80.0;"Alimentação";"Carteira"
"08/03/2017";"Materiais para Isadora (1 / 3)";-50.15;"OUTRAS DESPESAS";"Cartão de Crédito BB"
"08/03/2017";"Materiais para Isadora";-36.2;"Material Escolar";"Cartão de Crédito BB"
"08/03/2017";"Caneca para Isadora";-39.9;"Acessórios";"Cartão de Crédito BB"
"08/03/2017";"Cartão RIOCARD para Isadora";-100.0;"Transporte";"Carteira"
"08/03/2017";"Xerox e autenticação dos documentos";-80.0;"Material Escolar";"Carteira"
"08/03/2017";"Almoço com Gracinha";-115.0;"Alimentação";"Cartão de Crédito BB"
"08/03/2017";"Torradeira para Isadora (1 / 6)";-11.18;"OUTRAS DESPESAS";"Cartão de Crédito BB"
"09/03/2017";"BB Seguro da HILUX (3 / 6)";-583.95;"Automóvel Seguro";"Cartão de Crédito BB"
"09/03/2017";"Água e Esgoto - Apartamento de Maceió";-80.6;"Água e Esgoto";"Conta Corrente"
"09/03/2017";"Fone de ouvido - Isadora";-40.0;"Acessórios";"Carteira"
"09/03/2017";"Máscara - Isadora";-5.0;"Acessórios";"Carteira"
"09/03/2017";"Cópias apostila - Isadora";-70.0;"Material Escolar";"Carteira"
"09/03/2017";"Teatro Vanucci";-120.0;"Cinema/Teatro/Show";"Carteira"
"09/03/2017";"Despesas de Isadora";-46.0;"Material Escolar";"Carteira"
"09/03/2017";"Transferência para carteira";-400.0;"Transferência entre Contas";"Conta Corrente"
"09/03/2017";"Transferência para carteira";400.0;"Transferência entre Contas";"Carteira"
"09/03/2017";"Almoço com Gracinha";-203.62;"Alimentação";"Cartão de Crédito BB"
"09/03/2017";"Materiais de limpeza e desodorante";-64.12;"Supermercado";"Cartão de Crédito BB"
"09/03/2017";"Vassoura, pá e cabides";-59.8;"Supermercado";"Cartão de Crédito BB"
"09/03/2017";"Suco de laranja e café";-13.8;"Alimentação";"Cartão de Crédito BB"
"09/03/2017";"Recarga cartão RioCard - Isadora";-40.0;"Metrô/Ônibus";"Conta Corrente"
"10/03/2017";"Condominio - Casa de Maceió";-860.0;"Condomínio";"Conta Corrente"
"10/03/2017";"Link de Internet - NET (3 / 12)";-94.19;"Internet";"Conta Corrente"
"10/03/2017";"TV a Cabo - Claro (3 / 12)";-111.74;"TV a Cabo";"Conta Corrente"
"10/03/2017";"Condomínio - Apartamento de Maceió";-390.0;"Condomínio";"Conta Corrente"
"10/03/2017";"Condomínio - Casa de Maceió - Taxa Extra 01/03";-55.0;"Condomínio";"Conta Corrente"
"10/03/2017";"Picineiro - pagamento mensal";-142.0;"Pagamento Picineiro";"Carteira"
"10/03/2017";"Recarga Cartão Metrô";-60.0;"Transporte";"Carteira"
"10/03/2017";"Impressora e papel para Isadora (1 / 10)";-43.31;"Acessórios";"Cartão de Crédito BB"
"10/03/2017";"Lanches com Gracinha e Isadora";-23.5;"Alimentação";"Cartão de Crédito BB"
"10/03/2017";"Almoço com Gracinha";-89.43;"Alimentação";"Cartão de Crédito BB"
"10/03/2017";"Camisas para ACMD (1 / 5)";-41.99;"Roupas e Calçados";"Cartão de Crédito BB"
"10/03/2017";"Adiantamento PETROS";4729.48;"Benefícios Aposentadoria";"Conta Corrente"
"10/03/2017";"Pensionato de Isadora";-2000.0;"Moradia (Isadora)";"Conta Corrente"
"10/03/2017";"Estadia no Rio de Janeiro (Pensionato de Isadora)";-1350.0;"Estadia";"Conta Corrente"
"10/03/2017";"Juros e atualização monetária - FGTS";53.58;"FGTS";"FGTS"
"10/03/2017";"Transferência para o Cartão de Crédito";-3948.19;"Transferência entre Contas";"Conta Corrente"
"10/03/2017";"Transferência para o Cartão de Crédito";3948.19;"Transferência entre Contas";"Cartão de Crédito BB"
"11/03/2017";"Café da manhã com Gracinha, Isadora e amigos";-115.7;"Alimentação";"Cartão de Crédito BB"
"11/03/2017";"Jantar com Gracinha, Isadora e amigos";-319.42;"Alimentação";"Cartão de Crédito BB"
"11/03/2017";"SPOTIFY - Isadora";-16.9;"Internet";"Cartão de Crédito BB"
"12/03/2017";"Lanche para Isadora";-16.0;"Alimentação";"Cartão de Crédito BB"
"12/03/2017";"Água para Isadora";-5.0;"Alimentação";"Carteira"
"12/03/2017";"Sorvetes para Gracinha, Isadora e amigos";-74.52;"Alimentação";"Cartão de Crédito BB"
"12/03/2017";"Jantar com Gracinha Isadora e amigos";-164.63;"Alimentação";"Cartão de Crédito BB"
"13/03/2017";"Pousada em Paraty";-660.0;"Estadia";"Cartão de Crédito BB"
"13/03/2017";"Lanches com Gracinha e Isadora";-41.0;"Alimentação";"Cartão de Crédito BB"
"13/03/2017";"Lanche para Isadora";-11.0;"Alimentação";"Cartão de Crédito BB"
"14/03/2017";"Taxi para Museu do Futuro";-25.0;"Transporte";"Carteira"
"14/03/2017";"Almoço com Gracinha";-123.3;"Restaurante";"Cartão de Crédito BB"
"14/03/2017";"Remédios para Isadora (1 / 3)";-87.54;"Farmácia";"Cartão de Crédito BB"
"14/03/2017";"Alimentos e frutas";-63.82;"Alimentação";"Cartão de Crédito BB"
"14/03/2017";"Materiais para Isadora";-33.7;"OUTRAS DESPESAS";"Cartão de Crédito BB"
"14/03/2017";"Hotel PÉTIT -  Rio de Janeiro (2 / 6)";-30.24;"Estadia";"Cartão de Crédito BB"
"14/03/2017";"Passagem de MCZ/GIG e GIG/MCZ (2 / 6)";-147.5;"Passagens";"Cartão de Crédito BB"
"14/03/2017";"Desodorantes e sabonetes (3 / 3)";-34.23;"Farmácia";"Cartão de Crédito BB"
"14/03/2017";"Mata mosquito (3 / 3)";-26.64;"OUTRAS DESPESAS";"Cartão de Crédito BB"
"15/03/2017";"BB Seguro da moto (9 / 10)";-273.98;"Moto Seguro";"Cartão de Crédito BB"
"15/03/2017";"Gás Natural - Apartamento de Maceió";-41.07;"Gás";"Conta Corrente"
"15/03/2017";"Taxi para a casa de Tania";-40.0;"Transporte";"Carteira"
"15/03/2017";"Despesas de Isadora";-80.0;"Material Escolar";"Carteira"
"15/03/2017";"Frutas";-30.0;"Feira e Mercearia";"Carteira"
"15/03/2017";"Sabonete Isadora";-14.99;"Farmácia";"Cartão de Crédito BB"
"15/03/2017";"Extensão para uso no laptop de Isadora";-34.89;"Acessórios";"Cartão de Crédito BB"
"15/03/2017";"Materiais para Isadora";-94.7;"OUTRAS DESPESAS";"Cartão de Crédito BB"
"15/03/2017";"Depósito - Médico de Isadora";-140.0;"Médico/Psicóloga";"Conta Corrente"
"15/03/2017";"Taxi para Aeroporto";-40.0;"Transporte";"Carteira"
"15/03/2017";"Lanche com Gracinha";-58.0;"Alimentação";"Cartão de Crédito BB"
"16/03/2017";"Lanche com Gracinha";-12.4;"Alimentação";"Cartão de Crédito BB"
"16/03/2017";"Aluguel casa de Aracaju";1800.0;"Aluguel dos Imóveis";"Conta Corrente"
"17/03/2017";"Celulares - VIVO";-500.66;"Celular";"Conta Corrente"
"17/03/2017";"Vinho para Silvana e Ernane";-61.2;"Compras";"Cartão de Crédito BB"
"17/03/2017";"Transferência para a carteira";-370.0;"Transferência entre Contas";"Conta Corrente"
"17/03/2017";"Transferência para a carteira";370.0;"Transferência entre Contas";"Carteira"
"17/03/2017";"Lanche com Gracinha";-20.0;"Alimentação";"Cartão de Crédito BB"
"18/03/2017";"Mudanças nos vôos de Foz de Iguaçu";-39.0;"Passagens";"Cartão de Crédito BB"
"18/03/2017";"Estacionamento hotel Florianópolis";-24.0;"Estacionamento";"Cartão de Crédito BB"
"18/03/2017";"Estacionamento Parque das Aves";-15.0;"Estacionamento";"Carteira"
"18/03/2017";"Entrada Parque das Aves";-60.0;"Passeios";"Cartão de Crédito BB"
"18/03/2017";"Compras no Duty Free Iguazu - perfumes (Pesos)";-372.0;"Compras";"Cartão de Crédito BB"
"18/03/2017";"Jantar com Gracinha no  El Quincho Del Tio Querido (Pesos)";-187.1;"Alimentação";"Cartão de Crédito BB"
"18/03/2017";"Troca de Real por Pesos Argentinos (entrada catarata lado Argentino)";-200.0;"Passeios";"Carteira"
"19/03/2017";"Entrada Cataratas e estacionamento - Brasil";-70.3;"Passeios";"Cartão de Crédito BB"
"19/03/2017";"Almoço";-48.04;"Restaurante";"Cartão de Crédito BB"
"19/03/2017";"Sorvetes";-13.2;"Alimentação";"Cartão de Crédito BB"
"19/03/2017";"Lanche  com Gracinha (Pesos)";-16.32;"Alimentação";"Cartão de Crédito BB"
"20/03/2017";"Energia Elétrica - Apartamento de Maceió";-71.07;"Energia Elétrica";"Conta Corrente"
"20/03/2017";"Depósito para despesas de Isadora";-300.0;"Mesada";"Conta Corrente"
"20/03/2017";"Lanches  (Pesos)";-19.7;"Alimentação";"Cartão de Crédito BB"
"20/03/2017";"Compras no Duty Free  (Pesos)";-617.68;"Compras";"Cartão de Crédito BB"
"20/03/2017";"Jantar com Gracinha (Pesos)";-194.78;"Alimentação";"Cartão de Crédito BB"
"21/03/2017";"Combustível - carro alugado";-60.0;"Transporte";"Carteira"
"21/03/2017";"Compras no Duty Free - mala para Isadora (Pesos)";-538.17;"Compras";"Cartão de Crédito BB"
"21/03/2017";"Jantar com Gracinha";-74.8;"Alimentação";"Cartão de Crédito BB"
"21/03/2017";"Aluguel do carro em Foz de Iguaçu (1 / 10)";-33.1;"Transporte";"Cartão de Crédito BB"
"22/03/2017";"Combustível - carro alugado";-42.0;"Transporte";"Carteira"
"22/03/2017";"Almoço com Gracinha";-49.8;"Alimentação";"Cartão de Crédito BB"
"22/03/2017";"Taxi Aeroporto para Instituto Social";-70.0;"Transporte";"Carteira"
"22/03/2017";"Suco de frutas";-15.0;"Alimentação";"Carteira"
"22/03/2017";"Casa Maceió - Acessórios de banheiro";-49.9;"Ampliação/Melhorias em Imóveis";"Cartão de Crédito BB"
"22/03/2017";"Aquisição de materiais para Isadora";-180.0;"Material Escolar";"Carteira"
"22/03/2017";"Transferência para a carteira";-250.0;"Transferência entre Contas";"Conta Corrente"
"22/03/2017";"Transferência para a carteira";250.0;"Transferência entre Contas";"Carteira"
"23/03/2017";"Jantar com Gracinha e Isadora";-176.44;"Restaurante";"Cartão de Crédito BB"
"23/03/2017";"Alimentos para Isadora";-65.48;"Supermercado";"Cartão de Crédito BB"
"23/03/2017";"Passagem para ACMD - Rio / Maceió (1 / 2)";-70.0;"Transporte";"Cartão de Crédito BB"
"23/03/2017";"Taxi Aeroporto / UFF";-90.0;"Transporte";"Carteira"
"23/03/2017";"Taxi UFF / Pensionato";-50.0;"Transporte";"Carteira"
"23/03/2017";"Pizza para Isadora (salgada)";-15.9;"Restaurante";"Cartão de Crédito BB"
"23/03/2017";"Jantar para ACMD";-25.4;"Restaurante";"Cartão de Crédito BB"
"23/03/2017";"Pizza para Isadora (doce)";-15.9;"Restaurante";"Cartão de Crédito BB"
"23/03/2017";"Aluguel do carro em Florianópolis (1 / 10)";-11.0;"Transporte";"Cartão de Crédito BB"
"23/03/2017";"Remédio para Isadora";-3.9;"Farmácia";"Carteira"
"23/03/2017";"Taxa de Embarque";-27.82;"Passagens";"Cartão de Crédito BB"
"24/03/2017";"Passagem de ônibus Rio / Niterói";-8.2;"Transporte";"Carteira"
"24/03/2017";"Almoço no Shopping Plaza";-25.86;"Restaurante";"Cartão de Crédito BB"
"24/03/2017";"Frutas";-17.93;"Supermercado";"Cartão de Crédito BB"
"24/03/2017";"Passagem de ônibus Niterói / Rio";-8.2;"Transporte";"Carteira"
"24/03/2017";"Transferência para carteira";-250.0;"Transferência entre Contas";"Conta Corrente"
"24/03/2017";"Transferência para carteira";250.0;"Transferência entre Contas";"Carteira"
"24/03/2017";"Jantar com Isadora";-117.7;"Alimentação";"Cartão de Crédito BB"
"24/03/2017";"Taxi Shopping Gávea / Pensionato";-12.0;"Passagens";"Carteira"
"24/03/2017";"Benefício INSS";3862.03;"Benefícios Aposentadoria";"Conta Corrente"
"24/03/2017";"Benefício PETROS I";8569.15;"Benefícios Aposentadoria";"Conta Corrente"
"24/03/2017";"Benefício PETROS II";2805.26;"Benefícios Aposentadoria";"Conta Corrente"
"24/03/2017";"Hidratantes (2 / 3)";-28.33;"Salão de Beleza e Cosméticos";"Cartão de Crédito BB"
"25/03/2017";"Telefone Fixo - OI";-54.37;"Telefone Fixo";"Conta Corrente"
"25/03/2017";"Taxi Pensionato / Casa de Tânia";-22.0;"Transporte";"Carteira"
"25/03/2017";"Recarga Cartão Metrô";-60.0;"Transporte";"Carteira"
"25/03/2017";"Taxi Pensionato / Shopping Leblon";-12.0;"Transporte";"Carteira"
"25/03/2017";"Taxi Shopping Leblon / Pensionato";-12.0;"Transporte";"Carteira"
"25/03/2017";"Almoço com Isadora";-99.82;"Alimentação";"Cartão de Crédito BB"
"25/03/2017";"Sucos";-14.0;"Lanchonete";"Carteira"
"25/03/2017";"Pó para Isadora";-40.38;"Farmácia";"Cartão de Crédito BB"
"26/03/2017";"Entrada Jardim Botânico";-15.0;"Passeios";"Carteira"
"26/03/2017";"Taxi Jardim Botânico / Shopping Leblon";-8.0;"Transporte";"Carteira"
"26/03/2017";"Almoço no Shopping Leblon";-30.9;"Alimentação";"Cartão de Crédito BB"
"26/03/2017";"Remédios para Isadora";-15.09;"Farmácia";"Cartão de Crédito BB"
"26/03/2017";"Sandália para Isadora (1 / 2)";-63.45;"Roupas e Calçados";"Cartão de Crédito BB"
"26/03/2017";"Suco de frutas";-7.3;"Alimentação";"Cartão de Crédito BB"
"26/03/2017";"Frutas";-30.47;"Alimentação";"Cartão de Crédito BB"
"27/03/2017";"Recarga cartão RioCard - Isadora";-40.0;"Metrô/Ônibus";"Conta Corrente"
"27/03/2017";"Estacionamento";-9.0;"Estacionamento";"Carteira"
"27/03/2017";"Almoço com Isadora";-90.64;"Alimentação";"Cartão de Crédito BB"
"27/03/2017";"Estacionamento Shopping Plaza";-12.0;"Transporte";"Cartão de Crédito BB"
"27/03/2017";"Lanches Starbucks";-27.4;"Alimentação";"Cartão de Crédito BB"
"27/03/2017";"Entrada no cinema com Isadora";-52.0;"Passeios";"Cartão de Crédito BB"
"27/03/2017";"Roupa para Isadora";-89.9;"Roupas e Calçados";"Cartão de Crédito BB"
"27/03/2017";"Estacionamento";-17.0;"Transporte";"Cartão de Crédito BB"
"27/03/2017";"Frutas";-22.27;"Alimentação";"Cartão de Crédito BB"
"27/03/2017";"Aplicação no BRASILPREV - Isadora (3 / 12)";-602.71;"BRASILPREV";"Conta Corrente"
"28/03/2017";"Combustível - carro alugado";-90.0;"Transporte";"Carteira"
"28/03/2017";"Aluguel carro no Rio de Janeiro (1 / 10)";-11.16;"Transporte";"Cartão de Crédito BB"
"28/03/2017";"Taxi Localiza / Pensionato";-20.0;"Transporte";"Carteira"
"28/03/2017";"Jantar para ACMD";-31.17;"Alimentação";"Cartão de Crédito BB"
"28/03/2017";"Taxi Pensionato - Aeroporto do Galeão";-40.0;"Transporte";"Carteira"
"28/03/2017";"Pen Drive para Isadora";-39.95;"Material Escolar";"Cartão de Crédito BB"
"28/03/2017";"Café e suco";-8.5;"Alimentação";"Cartão de Crédito BB"
"28/03/2017";"Aparelho de barba (barbeador) (4 / 10)";-8.99;"Restaurante";"Cartão de Crédito BB"
"29/03/2017";"Pagamento Estadia no Rio de Janeiro";-750.0;"Estadia";"Conta Corrente"
"30/03/2017";"Controle de Ratos na Casa de Maceió (3 / 12)";-121.55;"OUTRAS DESPESAS";"Conta Corrente"
"31/03/2017";"IPTU 2017 - Casa de Maceió";-3255.91;"Impostos (IPTU, SPU e outros)";"Conta Corrente"
"31/03/2017";"IPTU 2017 - Apartamento de Maceió";-2279.77;"Impostos (IPTU, SPU e outros)";"Conta Corrente"
"31/03/2017";"Salário - ALGÁS";8901.97;"Remuneração";"Conta Corrente"
"31/03/2017";"Transporte Rosiene Sartirio de Oliveira - Semana";-52.0;"Transporte Empregados";"Carteira"
"31/03/2017";"Transferência para a carteira";-1000.0;"Transferência entre Contas";"Conta Corrente"
"31/03/2017";"Transferência para a carteira";1000.0;"Transferência entre Contas";"Carteira"
"01/04/2017";"Salário - Rosiene Satirio de Oliveira - março de 2017";-862.04;"Salário Empregados";"Carteira"
"02/04/2017";"Pagamento UOL (4 / 12)";-32.93;"Servidor";"Conta Corrente"
"02/04/2017";"Lanche com Gracinha";-32.7;"Supermercado";"Cartão de Crédito BB"
"03/04/2017";"Casa Maceió - Novo ar condicionado para quarto de hóspede";-899.0;"Ampliação/Melhorias em Imóveis";"Conta Corrente"
"03/04/2017";"Passagem Maceó/Rio de Janeiro (ACMD, MGAP e IPD)";-1272.41;"Passagens";"Conta Corrente"
"03/04/2017";"Passagem Rio de Janeiro/Florianópolis/Rio de Janeiro (ACMD e MGAP)";-671.44;"Passagens";"Conta Corrente"
"03/04/2017";"Passagem Rio de Janeiro/Maceió (ACMD e MGAP)";-744.02;"Passagens";"Conta Corrente"
"03/04/2017";"Hotel Florianópolis I (1 / 6)";-111.78;"Estadia";"Conta Corrente"
"03/04/2017";"Hotel Foz de Iguaçu (1 / 10)";-135.04;"Estadia";"Conta Corrente"
"03/04/2017";"Hotel Florianópolis II (1 / 3)";-94.08;"Estadia";"Conta Corrente"
"03/04/2017";"Passagem para Isadora - Semana Santa (1 / 6)";-118.26;"Passagens";"Cartão de Crédito BB"
"03/04/2017";"Mensalidade PUC-Rio (equivalente 2 meses)";-6694.0;"Faculdade";"Conta Corrente"
"03/04/2017";"Energia Elétrica - Casa de Maceió";-434.14;"Energia Elétrica";"Conta Corrente"
"03/04/2017";"Transporte de Rosiene Satirio de Oliveira - Semana";-51.0;"Transporte Empregados";"Carteira"
"04/04/2017";"Energia Elétrica - Apartamento Aracaju";-144.02;"Energia Elétrica";"Conta Corrente"
"04/04/2017";"Casa Maceió - Tubulação para piscina";-68.0;"Restauração / Manutenção";"Cartão de Crédito BB"
"05/04/2017";"Matrícula na hidroginástica";-120.0;"Academia";"Cartão de Crédito BB"
"05/04/2017";"Mensalidade da hidroginástica";-390.0;"Academia";"Cartão de Crédito BB"
"05/04/2017";"Depósito FGTS";1940.77;"FGTS";"FGTS"
"06/04/2017";"Condomínio - Apartamento de Aracaju";-486.38;"Condomínio";"Conta Corrente"
"06/04/2017";"Depósito para despesas de Isadora";-200.0;"Mesada";"Conta Corrente"
"07/04/2017";"E-SOCIAL - Rosiene Satirio de Oliveira - Salario Mensal";-262.35;"Encargos Empregados";"Conta Corrente"
"08/04/2017";"Materiais para Isadora (2 / 3)";-50.15;"OUTRAS DESPESAS";"Cartão de Crédito BB"
"08/04/2017";"Torradeira para Isadora (2 / 6)";-11.18;"OUTRAS DESPESAS";"Cartão de Crédito BB"
"08/04/2017";"Frutas, verduras e água sanitária";-48.0;"Feira e Mercearia";"Carteira"
"08/04/2017";"Pães e café";-17.67;"Padaria";"Cartão de Crédito BB"
"08/04/2017";"Casa Maceió - Tela para jardins";-36.0;"Restauração / Manutenção";"Cartão de Crédito BB"
"08/04/2017";"Almoço com Gracinha";-80.0;"Restaurante";"Cartão de Crédito BB"
"08/04/2017";"Transferência para carteira";-500.0;"Transferência entre Contas";"Conta Corrente"
"08/04/2017";"Transferência para carteira";500.0;"Transferência entre Contas";"Carteira"
"08/04/2017";"Alimentos e frutas";-141.76;"Supermercado";"Cartão de Crédito BB"
"09/04/2017";"BB Seguro da HILUX (4 / 6)";-583.95;"Automóvel Seguro";"Cartão de Crédito BB"
"09/04/2017";"Café da manhã com Gracinha";-34.0;"Padaria";"Cartão de Crédito BB"
"09/04/2017";"Ajuda a Casa do Pobre";-50.0;"OUTRAS DESPESAS";"Carteira"
"09/04/2017";"Almoço com Gracinha";-129.58;"Restaurante";"Cartão de Crédito BB"
"09/04/2017";"Entrada no cinema com Gracinha";-46.5;"Cinema/Teatro/Show";"Cartão de Crédito BB"
"09/04/2017";"Estacionamento Shopping Parque";-6.0;"Estacionamento";"Cartão de Crédito BB"
"10/04/2017";"Pensionato de Isadora";-2000.0;"Moradia (Isadora)";"Conta Corrente"
"10/04/2017";"Condomínio - Casa de Maceió com Taxa Extra 02/03";-915.0;"Condomínio";"Conta Corrente"
"10/04/2017";"Link de Internet - NET (4 / 12)";-94.19;"Internet";"Conta Corrente"
"10/04/2017";"TV a Cabo - Claro (4 / 12)";-111.74;"TV a Cabo";"Conta Corrente"
"10/04/2017";"Camisas para ACMD (2 / 5)";-41.99;"Roupas e Calçados";"Cartão de Crédito BB"
"10/04/2017";"Impressora e papel para Isadora (2 / 10)";-43.31;"Acessórios";"Cartão de Crédito BB"
"10/04/2017";"Transferência para o Cartão de Crédito";-10578.43;"Transferência entre Contas";"Conta Corrente"
"10/04/2017";"Transferência para o Cartão de Crédito";10578.43;"Transferência entre Contas";"Cartão de Crédito BB"
"10/04/2017";"Transporte de Rosiene Satirio de Oliveira - Semana";-51.0;"Transporte Empregados";"Carteira"
"10/04/2017";"Taxi ida e volta para a Receita Federal";-32.0;"Táxi";"Carteira"
"10/04/2017";"Picineiro - pagamento mensal";-142.0;"Pagamento Picineiro";"Carteira"
"10/04/2017";"Adiantamento PETROS";4729.48;"Benefícios Aposentadoria";"Conta Corrente"
"10/04/2017";"Reembolso ALGÁS";240.0;"Reembolso";"Conta Corrente"
"10/04/2017";"Água e Esgoto - Apartamento de Maceió";-80.6;"Água e Esgoto";"Conta Corrente"
"10/04/2017";"Condomínio - Apartamento de Maceió";-415.0;"Condomínio";"Conta Corrente"
"10/04/2017";"Juros e atualização monetária - FGTS";82.05;"FGTS";"FGTS"
"11/04/2017";"Almoço";-27.5;"Restaurante";"Cartão de Crédito BB"
"11/04/2017";"Taxi Aeroporto para Instituto Social";-60.0;"Táxi";"Carteira"
"11/04/2017";"Lanche com Isadora";-23.0;"Lanchonete";"Cartão de Crédito BB"
"11/04/2017";"Frutas";-25.02;"Supermercado";"Cartão de Crédito BB"
"12/04/2017";"Materiais para Isadora";-39.87;"OUTRAS DESPESAS";"Cartão de Crédito BB"
"12/04/2017";"Lanche";-11.0;"Lanchonete";"Cartão de Crédito BB"
"12/04/2017";"Taxi ida e volta para a PETROBRAS";-70.0;"Táxi";"Carteira"
"12/04/2017";"Jantar com Isadora 1";-17.9;"Restaurante";"Cartão de Crédito BB"
"12/04/2017";"Jantar com Isadora 2";-26.4;"Restaurante";"Cartão de Crédito BB"
"12/04/2017";"Lanche para Isadora";-15.4;"Lanchonete";"Cartão de Crédito BB"
"12/04/2017";"Aluguel casa de Aracaju";1965.0;"Aluguel dos Imóveis";"Conta Corrente"
"12/04/2017";"Aluguel casa de Aracaju (complemento)";62.0;"Aluguel dos Imóveis";"Conta Corrente"
"13/04/2017";"Pagamento Estadia no Rio de Janeiro";-300.0;"Estadia";"Conta Corrente"
"13/04/2017";"Lanche para Isadora";-17.0;"Lanchonete";"Cartão de Crédito BB"
"13/04/2017";"Almoço";-36.2;"Restaurante";"Cartão de Crédito BB"
"13/04/2017";"Almoço de Isadora";-29.0;"Restaurante";"Cartão de Crédito BB"
"13/04/2017";"Táxi Instituto Social para Aeroporto";-50.0;"Táxi";"Carteira"
"14/04/2017";"Passagem de MCZ/GIG e GIG/MCZ (3 / 6)";-147.5;"Passagens";"Cartão de Crédito BB"
"14/04/2017";"Remédios para Isadora (2 / 3)";-87.54;"Farmácia";"Cartão de Crédito BB"
"14/04/2017";"Hotel PÉTIT -  Rio de Janeiro (3 / 6)";-30.24;"Estadia";"Cartão de Crédito BB"
"14/04/2017";"Pães";-9.22;"Padaria";"Cartão de Crédito BB"
"14/04/2017";"Almoço com Gracinha, Isadora e Dona Estela";-200.2;"Restaurante";"Cartão de Crédito BB"
"15/04/2017";"BB Seguro da moto (10 / 10)";-273.98;"Moto Seguro";"Cartão de Crédito BB"
"15/04/2017";"Plantas";-40.0;"OUTRAS DESPESAS";"Carteira"
"15/04/2017";"Plantas e terra";-84.0;"OUTRAS DESPESAS";"Cartão de Crédito BB"
"15/04/2017";"Casa Maceió - Botijão de GLP";-65.0;"Feira e Mercearia";"Carteira"
"15/04/2017";"Almoço com Gracinha e Dona Estela";-182.6;"Restaurante";"Cartão de Crédito BB"
"16/04/2017";"Agua de côco";-11.97;"Supermercado";"Cartão de Crédito BB"
"16/04/2017";"Remédio Valsartana";-25.15;"Farmácia";"Cartão de Crédito BB"
"16/04/2017";"Combustível para a HILUX";-150.0;"Combustível";"Cartão de Crédito BB"
"16/04/2017";"Transferência para a carteira";-520.0;"Transferência entre Contas";"Conta Corrente"
"16/04/2017";"Transferência para a carteira";520.0;"Transferência entre Contas";"Carteira"
"17/04/2017";"Recarga cartão RioCard - Isadora";-100.0;"Metrô/Ônibus";"Conta Corrente"
"17/04/2017";"Transporte de Rosiene Satirio de Oliveira - Semana";-51.0;"Transporte Empregados";"Carteira"
"17/04/2017";"Depósito para despesas de Isadora";-200.0;"Mesada";"Conta Corrente"
"17/04/2017";"Gás Natural - Apartamento de Maceió";-41.07;"Gás";"Conta Corrente"
"17/04/2017";"ART";-2.86;"CREA ou Imposto Sindical";"Conta Corrente"
"18/04/2017";"Energia Elétrica - Apartamento de Maceió";-77.37;"Energia Elétrica";"Conta Corrente"
"19/04/2017";"Celulares - VIVO";-348.46;"Celular";"Conta Corrente"
"19/04/2017";"Casa Maceió - Móvel para o quarto de hóspede";-2316.0;"Ampliação/Melhorias em Imóveis";"Conta Corrente"
"19/04/2017";"Condomínio - Casa de Aracaju";-971.93;"Condomínio";"Conta Corrente"
"19/04/2017";"Transferência para a conta corrente";-100.0;"Transferência entre Contas";"Carteira"
"19/04/2017";"Transferência para a conta corrente";100.0;"Transferência entre Contas";"Conta Corrente"
